Geschlecht,Alter,EInvestition1_pr_,EInvestition2_pr_,EInvestition3_pr_,Routine1_pr_,Routine2_pr_,Routine3_pr_,Sorglos1_pr_,Sorglos2_pr_,Sorglos3_pr_,Sorglos4_pr_,Ehandlung1_pr_,EHandlung2_pr_,EInvestition1_post,Einvestition2_post,EInvestition3_post,Routine1_post,Routine2_post,Routine3_post,Sorglos1_post,Sorglos2_post,Sorglos3_post,Sorglos4_post,EHandlung1_post,EHandlung2_post,Bildungsabschluss,Einkommen,BioV,Rebound,Gruppe_Bio,Bedingung
1,70,7,7,1,7,1,7,7,1,7,4,7,6,7,7,1,7,1,7,7,3,1,3,7,7,4,2,7,-0.833333333333333,1,KG B
1,66,6,7,4,7,2,7,7,6,1,5,7,7,6,6,4,7,1,7,7,5,1,5,7,7,5,2,6,0.08333333333333393,1,KG B
1,59,6,5,4,7,1,7,6,5,2,5,7,6,6,4,4,7,2,7,6,5,1,4,7,7,6,1,6.75,-0.08333333333333304,1,KG B
2,72,7,7,3,7,2,7,7,6,1,5,7,7,6,7,6,7,1,5,7,6,1,5,7,7,4,5,6.5,-0.08333333333333304,1,KG B
1,69,6,7,7,7,1,5,7,7,1,2,7,7,6,6,5,7,1,5,6,7,1,2,7,7,8,2,6,0.3333333333333339,1,KG B
2,68,7,6,7,7,1,6,7,4,1,5,7,7,7,7,7,7,1,7,1,4,1,5,7,7,3,3,6,0.333333333333333,1,KG B
1,27,7,7,1,7,1,7,7,7,1,1,7,7,4,4,1,7,5,7,7,6,1,2,7,7,7,3,7,1,1,KG B
2,38,7,7,5,7,2,7,7,7,1,2,6,7,5,5,3,5,2,4,5,4,2,4,4,6,7,4,6,1.833333333333333,1,KG B
1,66,4,7,1,7,1,1,7,1,1,7,7,7,3,7,1,7,1,1,7,1,1,1,7,7,4,2,6.25,-0.416666666666667,1,KG B
1,37,7,3,6,7,2,7,7,7,1,1,7,7,5,1,3,7,1,6,7,6,1,3,7,7,9,3,6.75,0.833333333333333,1,KG B
1,42,7,7,5,7,1,4,7,6,1,5,7,7,7,5,4,7,1,4,7,5,1,5,7,7,5,4,7,0.3333333333333339,1,KG B
2,43,7,4,1,6,1,7,7,7,1,1,7,7,7,1,6,7,1,7,7,5,1,1,7,7,5,2,6.25,-0.08333333333333304,1,KG B
1,56,7,7,3,7,1,3,7,4,1,6,7,7,7,5,1,7,1,4,7,3,1,6,7,7,5,0,6,0.3333333333333339,1,KG B
1,26,6,6,1,7,2,7,7,7,2,2,7,7,6,6,1,7,1,7,7,5,1,5,7,7,6,3,6.25,0.25,1,KG B
2,61,7,5,7,7,1,4,7,7,1,3,7,7,7,3,7,7,1,4,7,5,1,4,7,7,4,8,6.75,0.416666666666667,1,KG B
1,56,5,2,4,6,1,3,7,6,1,5,7,6,4,2,4,7,1,6,7,6,1,6,7,6,9,2,6.25,-0.166666666666667,1,KG B
1,51,7,7,1,7,1,6,4,6,1,1,7,7,7,6,1,7,2,4,6,4,1,4,7,7,4,2,6,0.583333333333333,1,KG B
1,33,7,7,7,5,6,7,7,7,4,3,7,7,4,4,4,5,5,4,5,1,7,7,7,7,9,5,7,2.166666666666667,1,KG B
2,73,7,1,5,7,1,7,7,1,1,7,6,5,4,1,7,7,1,5,6,1,1,7,4,5,5,2,6,0.5,1,KG B
2,34,7,7,4,7,1,7,7,5,1,2,7,7,7,7,2,7,1,5,7,5,1,5,7,7,7,2,6.75,0.583333333333333,1,KG B
2,58,7,7,6,7,1,7,7,4,1,3,7,7,7,6,7,7,1,7,7,5,1,4,7,7,5,4,7,0,1,KG B
2,52,4,6,6,6,4,4,5,5,5,5,5,4,5,4,4,4,5,4,5,6,5,5,6,3,3,3,7,0.4166666666666661,1,KG B
2,61,4,4,2,7,1,1,7,2,1,7,7,7,3,3,4,7,1,1,7,1,1,6,7,7,5,6,6.5,0,1,KG B
1,69,5,1,1,7,4,4,6,1,1,7,4,7,7,5,1,7,1,3,7,1,1,7,5,7,4,3,6.75,-0.833333333333333,1,KG B
2,68,7,7,7,7,1,7,7,4,1,5,7,7,7,7,7,7,1,7,7,3,1,5,7,7,5,4,7,0.08333333333333393,1,KG B
2,65,7,7,7,7,1,7,7,2,1,6,7,7,7,7,7,7,1,7,7,2,1,6,7,7,5,5,6.75,0,1,KG B
2,56,7,7,3,7,1,7,7,5,1,4,7,7,4,7,3,7,1,7,7,5,1,3,7,7,4,1,6.25,0.166666666666667,1,KG B
2,51,7,7,6,7,1,7,6,7,1,2,7,7,7,7,5,7,1,7,6,7,1,2,7,7,5,5,6,0.08333333333333304,1,KG B
1,33,7,6,3,6,1,6,7,6,1,3,5,6,3,1,2,5,1,4,6,4,1,2,4,6,7,6,6.5,1.333333333333334,1,KG B
1,37,7,4,1,7,1,1,7,1,1,7,7,7,6,6,1,7,1,1,7,1,1,7,6,7,4,1,6,0,1,KG B
1,62,6,7,1,7,1,7,7,7,1,1,7,7,1,3,1,7,1,7,7,5,1,3,7,7,7,0,7,1.083333333333334,1,KG B
2,73,6,7,6,7,1,6,7,6,1,4,7,7,6,6,6,7,1,6,7,4,1,5,7,7,5,1,7,0.3333333333333339,1,KG B
1,26,7,5,2,7,1,7,7,2,1,3,4,1,7,7,7,7,1,7,7,3,1,4,7,4,9,3,7,-1.083333333333334,1,KG B
1,40,7,7,1,7,1,7,7,7,1,1,7,7,7,7,1,7,1,7,7,7,1,1,7,7,5,2,7,0,1,KG B
1,41,7,7,7,7,1,7,7,7,1,4,7,7,7,7,7,7,1,7,7,7,1,4,7,7,5,3,7,0,1,KG B
1,68,2,2,1,7,5,7,7,5,5,7,7,6,4,1,2,7,5,7,7,5,5,7,7,7,9,2,6.25,-0.25,1,KG B
2,68,7,7,7,7,1,7,7,4,1,5,7,7,3,7,7,7,1,7,7,4,1,5,7,7,3,0,7,0.3333333333333339,1,KG B
2,55,6,6,4,7,1,5,7,6,2,5,7,7,7,6,6,6,1,6,7,5,1,5,7,7,5,3,6.25,-0.25,1,KG B
2,65,7,7,1,7,7,7,7,7,1,3,7,7,7,7,3,7,1,7,7,7,1,3,7,7,5,2,7,-0.666666666666667,1,KG B
2,25,4,4,2,3,2,7,6,7,1,1,7,7,4,4,2,4,3,5,7,7,5,1,6,7,7,6,6,0.5,1,KG B
2,26,4,7,1,7,2,6,7,5,1,3,5,6,5,5,1,5,1,7,7,6,1,2,3,6,6,1,4.25,0.08333333333333304,0,Intervention B
2,73,7,7,3,7,1,7,7,6,1,2,7,7,6,7,5,7,1,7,7,4,1,4,7,7,4,0,3,0.25,0,Intervention B
2,69,7,7,3,5,1,6,7,5,1,6,7,7,7,7,3,6,1,6,7,5,1,6,7,7,5,2,4.75,-0.08333333333333393,0,Intervention B
1,21,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,7,2,5.5,0.08333333333333304,0,Intervention B
2,19,4,5,6,4,2,7,3,7,1,1,7,4,5,1,3,5,2,3,5,3,3,4,3,4,4,2,2.25,1.666666666666667,0,Intervention B
1,65,7,7,6,7,1,4,7,2,1,5,7,7,6,6,7,7,1,4,7,4,1,4,7,7,5,6,4.25,-0.1666666666666661,0,Intervention B
1,46,2,3,4,3,3,4,5,3,4,4,5,3,2,4,4,3,4,3,2,4,3,3,2,4,5,6,3.75,0.25,0,Intervention B
1,68,7,7,4,7,1,5,5,7,1,2,7,7,7,7,1,7,1,7,7,7,1,1,7,7,5,3,5.75,-0.166666666666667,0,Intervention B
2,31,4,6,1,6,2,6,7,2,2,6,7,4,3,6,1,6,1,7,6,2,1,6,7,4,8,5,4.75,-0.08333333333333304,0,Intervention B
2,26,7,6,2,7,1,7,7,7,1,1,7,6,7,6,6,7,2,7,7,6,2,6,7,6,7,1,4.5,0.3333333333333339,0,Intervention B
1,62,7,7,7,7,1,7,7,7,1,3,7,7,7,7,7,7,1,7,7,2,1,5,7,7,9,4,4.5,0.583333333333333,0,Intervention B
2,75,1,1,1,1,1,1,6,1,1,7,4,1,1,1,1,7,1,1,7,1,4,1,1,1,5,2,5,-0.5833333333333335,0,Intervention B
2,53,6,7,4,6,2,6,7,5,1,2,7,7,5,2,1,7,2,1,6,5,1,4,7,7,5,4,4,1.333333333333334,0,Intervention B
2,57,7,7,4,7,1,6,7,2,1,7,7,7,3,1,3,7,1,4,7,1,1,7,7,7,4,5,4,1.166666666666667,0,Intervention B
1,34,7,7,6,7,1,2,7,5,1,4,7,5,7,6,6,7,1,4,7,4,1,4,7,7,3,2,4.75,-0.1666666666666661,0,Intervention B
1,60,4,6,5,6,1,7,6,7,1,1,5,7,7,7,7,7,1,7,7,7,1,1,7,7,3,2,3.75,-0.833333333333333,0,Intervention B
1,55,7,7,3,7,1,7,7,4,1,4,7,7,7,7,4,7,1,7,7,4,1,4,7,7,9,2,5,-0.08333333333333304,0,Intervention B
2,60,7,7,2,7,1,7,7,4,1,5,5,7,7,5,7,7,1,7,7,3,1,6,5,7,5,3,4.5,-0.08333333333333393,0,Intervention B
2,34,7,2,5,7,1,2,7,5,1,5,6,7,7,2,4,7,1,2,7,4,1,5,7,7,9,4,4,0.08333333333333393,0,Intervention B
1,62,6,5,1,4,3,3,7,1,1,7,7,2,4,5,1,4,4,4,6,1,1,7,7,4,7,3,4.25,0.08333333333333304,0,Intervention B
1,62,7,7,5,7,2,6,7,2,1,4,7,7,4,4,5,7,1,7,7,1,1,6,7,7,5,2,5.75,0.583333333333333,0,Intervention B
2,64,7,7,5,7,1,6,7,1,1,7,5,7,7,7,5,7,1,6,7,1,1,7,6,7,5,5,1.75,-0.08333333333333393,0,Intervention B
1,55,6,5,6,7,5,5,7,6,2,6,6,5,6,5,6,6,6,5,6,6,6,6,6,6,9,7,5.5,0.5,0,Intervention B
2,69,6,6,5,6,5,6,6,5,4,5,6,5,5,6,6,5,5,5,6,4,4,6,6,6,4,3,5,0.25,0,Intervention B
2,47,7,4,6,6,6,6,6,6,1,4,5,7,3,3,3,5,6,6,6,5,2,5,6,6,4,2,5,1,0,Intervention B
1,26,5,7,2,6,1,5,7,4,2,5,5,6,4,3,3,5,3,2,6,3,2,5,5,5,8,5,4,1.083333333333333,0,Intervention B
2,31,3,4,4,5,3,5,6,4,2,4,5,5,3,2,4,5,5,6,5,5,5,4,5,5,8,6,4.75,0.5,0,Intervention B
1,77,6,7,4,6,6,4,6,4,1,6,5,6,6,6,3,7,2,5,7,4,2,6,6,6,4,2,5.75,-0.4166666666666661,0,Intervention B
1,28,6,7,5,7,1,7,7,4,1,4,7,7,5,6,3,7,1,6,6,4,1,4,7,7,9,4,5.25,0.5,0,Intervention B
2,49,7,7,4,7,2,6,7,4,6,6,7,7,7,7,5,7,5,7,7,3,7,4,7,7,5,7,4.75,0.08333333333333304,0,Intervention B
2,59,7,7,7,5,2,4,7,2,1,7,7,7,7,7,7,7,1,4,7,1,1,7,7,7,4,5,4.75,-0.166666666666667,0,Intervention B
1,51,5,5,1,5,1,5,5,5,1,1,5,5,5,5,1,5,1,5,5,5,1,1,5,5,5,1,1.5,0,0,Intervention B
1,65,7,7,5,7,1,7,7,7,1,2,7,7,6,6,7,7,1,6,7,4,1,7,7,7,5,2,4.5,0.75,0,Intervention B
1,49,7,7,5,7,7,7,7,7,1,5,7,7,7,7,7,7,7,7,7,7,1,5,7,7,2,3,4.5,-0.166666666666667,0,Intervention B
2,80,4,5,4,6,3,4,7,6,2,2,7,7,4,2,4,6,2,4,7,5,1,3,6,7,9,8,4.75,0.333333333333333,0,Intervention B
2,45,2,2,1,4,5,4,6,1,1,5,6,6,2,3,2,6,4,6,6,2,1,6,6,6,5,5,4.5,-0.583333333333333,0,Intervention B
1,31,5,5,2,7,1,7,7,7,1,1,7,7,2,1,1,7,1,7,7,7,1,1,7,7,9,5,5.25,0.666666666666667,0,Intervention B
2,58,6,6,2,7,1,3,6,4,1,3,5,7,5,6,2,6,1,3,7,5,1,4,3,7,5,5,4.75,0.25,0,Intervention B
1,37,3,7,7,7,2,7,7,5,1,4,7,6,4,7,7,7,1,7,7,5,1,4,7,5,5,1,4.5,-0.08333333333333393,0,Intervention B
1,23,1,3,1,2,4,6,7,7,1,4,5,3,1,2,1,1,4,5,7,5,2,4,5,3,5,1,3.25,0.5000000000000004,0,Intervention B
1,28,6,7,1,7,1,5,7,6,1,4,7,4,7,3,2,7,1,6,7,4,1,4,7,4,8,2,5.5,0.25,0,Intervention B
1,69,7,7,4,7,2,7,7,7,1,2,7,7,7,6,4,6,1,7,7,6,1,2,7,7,5,2,4.5,0.1666666666666661,0,Intervention B
2,73,6,5,4,6,1,2,6,2,1,5,6,6,6,4,6,6,1,5,6,5,1,6,7,6,7,2,5.25,-0.583333333333333,0,Intervention B
2,28,6,6,6,6,1,6,6,4,2,2,5,5,5,5,4,4,2,4,5,4,3,2,5,5,8,4,3,0.916666666666667,0,Intervention B
2,29,6,6,5,6,2,3,6,2,2,5,6,5,6,6,5,6,2,2,6,2,2,5,6,5,9,5,4,0.08333333333333304,0,Intervention B
1,58,6,4,3,7,1,3,7,6,1,3,7,5,5,3,3,7,1,4,6,5,1,3,7,6,5,3,5,0.1666666666666661,0,Intervention B
2,37,1,7,2,7,7,3,7,4,7,2,7,7,2,7,2,7,7,2,7,4,7,2,7,7,8,3,5.25,0,0,Intervention B
1,33,6,5,5,6,4,3,7,4,2,4,7,5,6,6,5,6,4,4,4,5,2,3,7,3,5,8,5.25,0.08333333333333393,0,Intervention B
2,30,6,7,5,7,1,5,7,6,1,1,7,5,4,3,5,6,1,5,7,6,1,1,5,5,8,4,5.75,0.75,0,Intervention B
1,19,7,6,7,7,1,6,7,1,1,7,7,7,4,4,1,7,7,5,6,1,4,7,7,5,7,8,5,2,0,Intervention B
1,64,7,7,5,6,2,7,7,7,1,3,7,7,7,7,7,7,1,7,7,5,1,3,7,7,5,2,5.5,-0.166666666666667,0,Intervention B
2,72,5,5,2,5,2,5,7,4,2,4,5,7,4,4,4,5,3,4,5,4,1,5,6,7,5,3,5.25,0.25,0,Intervention B
1,45,2,3,1,2,2,7,6,4,1,4,4,7,1,1,1,4,3,7,7,4,1,4,4,7,5,5,3.75,0.08333333333333393,0,Intervention B
1,38,5,6,5,7,1,7,7,4,1,4,7,7,6,6,4,7,1,7,7,4,1,4,7,7,8,0,4.75,0,0,Intervention B
1,23,1,4,1,7,1,6,2,7,1,1,7,2,1,1,1,7,1,6,6,7,1,1,7,2,3,1,1.25,-0.08333333333333393,0,Intervention B
2,63,7,7,3,7,1,5,7,7,1,1,7,7,7,7,3,7,1,3,7,7,1,1,7,7,5,5,4.25,0.166666666666667,0,Intervention B
1,45,4,5,3,4,3,4,5,5,2,2,5,5,4,4,3,5,4,5,5,5,4,3,4,4,5,2,3.75,0.416666666666667,0,Intervention B
2,19,5,3,3,5,4,5,6,5,5,5,5,4,5,4,3,5,4,4,4,4,6,4,5,5,7,3,4.75,0.166666666666667,0,Intervention B
2,57,5,5,4,5,4,4,5,5,4,4,5,4,5,4,5,4,4,4,4,4,4,5,4,5,4,5,4.75,0.333333333333333,0,Intervention B
1,41,7,6,4,6,2,3,6,5,1,4,6,5,4,1,3,5,2,3,2,5,2,4,5,5,9,3,5,1.333333333333334,0,Intervention B
2,63,7,7,4,7,1,7,7,4,1,4,7,7,7,1,4,7,1,7,7,2,1,6,7,7,9,6,5.5,0.833333333333333,0,Intervention B
1,72,1,5,4,4,1,3,7,6,1,3,7,7,2,4,4,7,1,4,7,6,1,3,7,6,5,2,5.25,-0.25,0,Intervention B
2,75,7,7,6,6,1,5,7,5,1,3,7,7,7,7,1,7,2,6,7,5,1,6,7,7,9,8,5.25,0.583333333333333,0,Intervention B
1,59,5,7,2,6,1,7,6,5,1,3,7,7,7,7,2,7,2,7,7,5,1,3,7,7,5,1,5.5,-0.25,0,Intervention B
1,45,7,4,1,6,1,6,7,7,4,1,6,5,5,2,1,6,1,4,7,7,4,1,4,5,4,2,4.5,0.6666666666666661,0,Intervention B
1,57,5,4,4,6,1,4,6,6,1,3,6,7,3,2,3,7,1,4,6,6,1,2,6,7,9,0,5.25,0.25,0,Intervention B
1,24,7,7,1,6,1,7,7,2,2,7,7,6,5,6,1,7,1,7,7,1,2,7,7,7,8,2,4.5,0.1666666666666661,0,Intervention B
2,67,7,7,1,6,2,5,5,6,1,2,5,5,5,6,1,4,6,5,5,5,1,2,5,6,6,3,4.75,0.75,0,Intervention B
2,55,3,7,1,7,1,7,7,6,1,4,7,7,5,7,1,7,1,7,7,5,1,5,7,6,5,2,5.25,0.08333333333333304,0,Intervention B
1,60,7,4,1,6,6,7,7,4,1,5,7,7,7,1,1,5,5,7,7,4,1,4,7,7,7,4,4,0.166666666666667,0,Intervention B
1,66,7,7,7,7,1,7,4,5,1,4,5,7,1,1,3,7,1,7,7,4,1,4,5,7,7,2,5.5,1.166666666666667,0,Intervention B
1,63,6,6,7,6,2,6,6,5,1,4,6,7,6,6,6,6,2,6,6,4,1,3,6,6,9,2,2.25,0.166666666666667,0,Intervention B
2,60,7,5,7,7,1,1,7,1,1,4,7,7,7,1,7,7,1,1,7,1,1,7,7,7,5,8,5.25,0.583333333333333,0,Intervention B
1,65,5,5,4,4,3,5,5,2,2,5,5,5,3,3,1,5,2,5,6,2,2,6,6,6,5,0,5.5,0.25,0,Intervention B
1,31,6,7,2,7,1,5,6,3,1,5,7,3,1,1,1,6,1,3,5,2,1,5,6,2,5,1,3.5,1.583333333333333,0,Intervention B
2,49,7,7,6,6,1,7,7,4,1,4,6,7,6,7,5,7,1,7,7,3,2,4,6,7,5,1,3.25,0.25,0,Intervention B
1,57,7,7,7,7,1,7,7,2,1,6,7,7,7,7,7,7,1,7,7,1,1,6,7,7,5,NA,5.75,0.08333333333333393,0,Intervention B
2,52,7,7,6,7,2,6,7,3,1,5,7,7,4,3,5,5,2,3,7,2,1,5,7,6,5,2,5.25,1.25,0,Intervention B
2,63,4,4,1,7,1,2,6,5,1,3,5,6,1,2,1,7,1,3,6,5,1,3,6,6,5,1,3.75,0.25,0,Intervention B
2,39,3,4,1,7,1,7,7,5,1,5,6,7,2,6,1,7,1,7,7,4,1,5,7,7,5,3,5.75,-0.08333333333333393,0,Intervention B
1,76,6,6,6,7,1,4,1,6,1,1,6,7,7,7,7,7,1,4,7,7,1,7,7,7,4,3,5,-0.416666666666667,0,Intervention B
1,31,2,2,1,7,1,7,7,1,1,6,7,7,1,1,1,7,1,7,7,1,1,7,7,7,8,4,4.75,0.25,0,Intervention B
2,52,7,7,1,7,1,1,7,4,1,3,7,7,7,7,1,7,1,1,7,1,1,3,7,7,5,6,4,0.25,0,Intervention B
1,29,5,6,3,6,4,4,7,7,3,4,7,6,5,5,2,4,3,4,4,5,4,4,6,5,9,3,4.25,0.9166666666666661,0,Intervention B
2,37,5,4,3,7,1,6,7,3,1,5,7,7,5,3,3,7,1,5,7,3,1,4,7,7,5,4,5.5,0.08333333333333304,0,Intervention B
2,24,1,6,7,7,1,4,7,3,1,6,3,5,2,6,7,7,1,5,7,2,2,4,2,6,7,2,4.75,-0.1666666666666661,0,Intervention B
2,41,7,4,4,7,1,7,7,7,1,3,7,7,7,6,2,7,1,7,7,4,1,2,7,7,5,4,4.5,0.1666666666666661,0,Intervention B
1,23,6,6,2,7,1,7,7,3,1,6,7,6,5,5,5,7,1,4,7,1,1,7,7,7,7,1,5,0.333333333333333,0,Intervention B
1,37,7,7,7,7,1,7,7,5,1,4,7,6,3,6,6,7,1,7,7,5,1,4,7,5,9,5,3.5,0.583333333333333,0,Intervention B
1,25,7,7,5,5,2,5,7,5,1,4,7,7,6,6,5,6,1,3,7,5,1,4,7,7,7,2,4.75,0.166666666666667,0,Intervention B
1,25,7,5,2,7,2,4,7,4,1,4,6,7,5,3,2,5,2,3,7,2,2,6,3,7,8,3,5,1.25,0,Intervention B
1,53,7,7,7,7,1,3,7,7,1,1,7,7,7,7,7,7,1,4,7,7,1,1,7,7,3,1,4.75,-0.08333333333333304,0,Intervention B
1,22,7,7,7,7,2,7,7,5,1,5,5,7,7,7,7,7,2,7,7,5,1,5,5,7,5,3,5.25,0,0,Intervention B
1,66,6,6,3,7,2,7,7,4,1,4,7,6,7,5,4,7,2,6,7,4,1,4,7,6,5,3,1.25,0,0,Intervention B
1,67,7,6,4,7,1,7,7,4,1,5,7,7,3,3,2,7,1,7,7,1,1,7,7,7,7,0,4.75,1.166666666666666,0,Intervention B
1,30,7,7,6,7,5,7,7,6,1,5,7,4,6,7,5,6,5,7,6,6,6,6,5,6,7,8,4.5,0.8333333333333339,0,Intervention B
1,59,7,7,7,4,4,5,7,1,1,7,7,7,1,1,7,5,6,5,7,1,1,7,7,7,5,3,5.5,1.083333333333333,0,Intervention B
1,23,6,7,6,7,3,5,7,6,2,5,7,6,5,7,7,7,2,6,5,4,3,7,7,7,3,4,5.75,0.3333333333333339,0,Intervention B
1,25,7,7,4,7,1,7,7,4,1,4,7,7,6,6,4,7,1,7,7,4,1,3,7,7,5,3,3.5,0.08333333333333304,0,Intervention B
1,68,7,7,5,6,1,7,7,1,1,5,7,7,3,5,7,6,1,6,7,3,1,6,5,7,5,4,5.75,0.5,0,Intervention B
2,71,7,6,6,5,4,3,6,4,3,5,7,7,7,6,7,5,4,5,7,5,3,5,7,7,5,2,5,-0.416666666666667,0,Intervention B
2,21,7,7,7,7,1,7,7,4,1,7,7,7,1,1,4,7,1,4,7,1,1,7,7,7,6,3,4.75,1.75,0,Intervention B
2,43,6,1,1,7,1,7,7,7,1,1,7,7,1,1,1,4,1,4,7,7,1,2,4,7,7,8,6.25,1.25,1,Intervention B
1,43,7,7,3,7,1,7,7,7,1,3,7,7,7,7,2,7,1,7,7,7,1,4,7,7,9,0,7,0.166666666666667,1,Intervention B
1,67,7,7,3,6,1,7,7,5,1,4,7,7,4,4,5,7,1,7,7,5,1,4,7,7,5,6,6.75,0.25,1,Intervention B
1,29,4,4,2,3,1,3,7,6,1,4,6,7,4,4,5,5,2,4,7,6,1,3,6,7,9,6,6,-0.5,1,Intervention B
1,56,7,7,7,7,1,3,7,1,1,7,7,7,7,7,7,7,1,1,7,1,1,7,7,7,5,3,7,0.166666666666667,1,Intervention B
1,56,7,7,5,7,1,5,7,3,1,7,7,7,7,7,5,6,1,5,7,5,1,6,7,7,7,3,6.25,-0.166666666666667,1,Intervention B
1,30,7,7,2,6,2,5,7,7,2,1,5,3,6,6,2,4,3,5,7,7,2,1,5,4,9,6,6.5,0.3333333333333339,1,Intervention B
1,68,7,7,4,7,1,7,7,5,1,3,7,7,5,4,7,7,1,4,7,1,1,6,7,7,3,2,6.75,1,1,Intervention B
1,31,5,6,6,7,2,4,7,2,2,6,7,6,6,6,6,6,1,4,6,2,1,6,6,6,4,2,6,0,1,Intervention B
1,57,7,7,7,7,6,5,7,3,2,5,7,6,7,7,7,7,1,3,7,3,1,3,7,7,8,6,6.75,-0.5833333333333339,1,Intervention B
1,62,7,7,5,7,1,7,7,5,1,5,7,7,7,7,5,7,1,7,7,4,1,5,7,7,7,1,7,0.08333333333333304,1,Intervention B
2,57,7,6,3,7,1,7,7,7,1,5,6,7,7,2,4,7,1,7,7,6,1,6,7,7,5,5,6.25,0.3333333333333339,1,Intervention B
2,59,7,7,7,7,7,7,7,4,3,4,7,7,7,7,7,7,1,7,7,6,1,5,7,7,3,3,6,-0.75,1,Intervention B
2,52,7,6,4,7,1,6,7,7,1,5,7,7,7,5,4,7,1,7,7,5,1,5,7,7,5,2,6.25,0.166666666666667,1,Intervention B
2,73,7,7,6,7,2,6,7,4,1,5,7,7,4,3,6,7,1,4,6,2,1,6,7,7,5,2,6.25,1,1,Intervention B
2,42,7,7,1,7,1,3,7,4,1,4,7,7,7,2,1,4,1,3,6,1,4,5,7,7,9,1,6.75,1.333333333333334,1,Intervention B
1,55,7,7,4,7,1,6,7,6,1,5,7,7,7,6,4,7,1,6,7,5,1,4,7,7,6,2,6.5,0.08333333333333304,1,Intervention B
1,56,7,7,4,7,1,7,7,5,1,4,7,7,7,7,5,7,1,3,7,2,1,6,7,7,4,4,6,0.6666666666666661,1,Intervention B
1,61,7,7,6,7,1,7,7,6,1,3,7,7,7,7,7,7,1,6,7,6,1,4,7,7,5,2,6.75,0.08333333333333393,1,Intervention B
2,53,7,5,6,7,1,7,7,2,1,6,7,7,7,6,5,7,1,7,7,2,1,6,7,7,7,7,6.5,0,1,Intervention B
2,45,7,7,5,7,3,7,7,7,1,1,7,7,7,2,5,7,1,7,7,7,1,2,7,7,9,4,6,0.3333333333333339,1,Intervention B
2,48,7,7,2,7,1,7,7,7,1,5,7,7,7,7,4,7,1,7,7,5,1,5,7,7,7,2,6.5,0,1,Intervention B
2,30,7,7,1,7,1,4,7,6,1,5,7,7,6,3,1,6,1,4,6,5,1,5,7,7,5,5,6,0.6666666666666661,1,Intervention B
1,49,6,7,2,7,1,5,7,6,1,2,7,7,6,7,3,7,1,5,7,6,1,2,7,7,5,3,6.25,-0.08333333333333304,1,Intervention B
1,62,7,7,7,7,1,6,7,7,1,3,7,7,6,7,7,7,1,6,7,7,1,2,7,7,5,4,6.5,0,1,Intervention B
2,63,7,7,7,7,6,7,7,6,1,6,7,7,7,7,7,7,7,7,7,6,1,6,7,7,5,4,6,0.08333333333333304,1,Intervention B
2,45,7,7,1,7,1,7,6,7,1,1,7,7,7,7,1,7,1,7,7,7,1,1,7,7,7,2,7,-0.08333333333333304,1,Intervention B
1,39,6,4,1,7,1,7,7,6,1,2,7,7,1,1,1,7,1,7,7,6,1,2,7,7,9,4,7,0.666666666666667,1,Intervention B
2,67,7,7,4,6,1,5,7,5,1,5,7,7,6,7,4,7,1,6,7,5,1,5,6,7,5,7,6,0,1,Intervention B
2,58,7,7,7,6,2,2,6,6,1,2,7,7,5,6,4,5,2,2,7,5,2,3,7,7,7,4,6,0.75,1,Intervention B
2,24,1,1,1,5,2,7,7,7,1,4,6,1,1,1,1,5,5,7,7,7,1,4,7,4,7,5,7,-0.08333333333333304,1,Intervention B
1,70,6,6,4,7,1,6,7,4,2,6,7,6,6,6,7,6,1,6,7,4,1,5,7,7,5,2,6,-0.4166666666666661,1,Intervention B
1,35,3,7,1,3,3,7,7,7,1,1,7,6,2,7,7,7,5,5,7,5,1,2,7,7,4,2,6.75,-0.25,1,Intervention B
2,40,6,2,3,6,4,6,7,4,2,3,5,4,5,2,2,6,3,6,6,4,2,3,5,4,8,4,6.5,0.1666666666666661,1,Intervention B
1,71,7,7,7,7,1,3,7,6,1,4,6,7,7,7,7,7,1,4,7,6,1,5,7,7,5,3,6,-0.08333333333333304,1,Intervention B
1,32,7,7,4,7,1,7,7,6,1,2,7,6,7,7,3,7,1,6,7,6,1,2,7,6,8,5,6.25,0.166666666666667,1,Intervention B
2,51,7,5,3,7,1,4,7,4,1,6,7,7,7,5,3,7,1,6,7,6,1,6,7,7,5,2,6.5,-0.3333333333333339,1,Intervention B
2,69,7,7,7,7,7,7,7,6,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,6,0,6.75,-0.08333333333333304,1,Intervention B
1,27,6,7,5,7,1,7,7,5,1,6,7,6,5,1,6,7,1,7,7,4,1,6,7,7,5,3,6.25,0.5,1,Intervention B
1,52,7,7,6,7,1,6,7,6,1,3,7,7,7,7,6,7,1,4,7,5,1,4,7,7,9,0,7,0.333333333333333,1,Intervention B
2,82,4,7,7,7,1,7,7,4,1,5,7,7,5,7,7,7,1,7,1,1,1,4,7,7,3,1,6.5,0.5833333333333339,1,Intervention B
1,65,7,3,7,7,1,7,6,3,2,4,7,7,7,3,7,7,1,7,7,3,6,4,7,7,5,3,7,0.25,1,Intervention B
1,72,7,5,7,4,1,7,4,1,1,7,7,7,7,1,7,1,7,7,7,1,1,7,7,7,9,2,7,0.833333333333333,1,Intervention B
