Geschlecht,Alter,EInvestition1_pr_,EInvestition2_pr_,EInvestition3_pr_,Routine1_pr_,Routine2_pr_,Routine3_pr_,Sorglos1_pr_,Sorglos2_pr_,Sorglos3_pr_,Sorglos4_pr_,Ehandlung1_pr_,EHandlung2_pr_,EInvestition1_post,Einvestition2_post,EInvestition3_post,Routine1_post,Routine2_post,Routine3_post,Sorglos1_post,Sorglos2_post,Sorglos3_post,Sorglos4_post,EHandlung1_post,EHandlung2_post,Bildungsabschluss,Einkommen,BioV,Rebound,Gruppe_Bio,Bedingung
1,59,7,7,4,7,1,7,7,5,1,1,7,7,7,4,2,7,1,6,7,5,1,3,7,7,5,2,6.5,0.6666666666666661,1,KG A
1,33,3,3,7,7,1,1,7,6,1,1,7,7,2,2,7,7,1,1,7,6,1,2,7,7,3,4,6,0.25,1,KG A
2,57,6,1,2,7,2,7,6,4,3,5,7,7,4,1,1,7,3,6,7,3,3,6,7,7,5,5,7,0.5,1,KG A
1,67,4,6,2,7,1,7,7,1,1,7,7,7,5,6,2,7,1,7,7,1,1,7,7,7,5,1,6.75,-0.08333333333333304,1,KG A
2,45,7,7,4,7,4,7,7,7,1,4,7,7,4,7,4,7,1,7,7,3,1,3,7,7,4,1,7,0.25,1,KG A
1,54,5,7,7,7,2,6,7,4,1,7,7,7,6,4,5,7,1,6,7,4,1,6,7,6,5,2,6,0.25,1,KG A
1,81,7,7,4,7,1,7,7,7,1,1,7,7,5,5,5,7,1,7,7,7,1,4,7,7,9,4,7,0.5,1,KG A
1,59,4,4,4,7,3,7,7,4,1,5,7,4,3,3,4,7,2,7,7,4,1,6,7,4,5,2,6.75,0.166666666666667,1,KG A
2,32,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,5,3,6,0.08333333333333304,1,KG A
2,56,4,5,2,5,3,4,7,1,1,7,5,2,4,3,2,5,1,4,7,1,1,7,5,5,5,4,6.25,-0.25,1,KG A
1,72,5,6,3,7,1,7,7,6,1,4,6,7,4,4,4,6,1,4,6,4,1,4,6,7,5,2,6.25,0.75,1,KG A
2,50,5,5,3,7,1,7,7,5,1,4,7,7,5,5,4,7,1,7,7,4,1,4,7,7,7,3,6.75,0,1,KG A
1,22,6,4,5,4,3,4,5,5,3,4,5,4,4,5,4,4,4,4,5,4,5,4,5,5,8,4,6.5,0.416666666666667,1,KG A
1,72,7,7,5,7,1,4,7,5,4,4,4,4,6,7,5,7,5,7,5,7,1,4,4,5,3,2,7,-0.1666666666666661,1,KG A
1,24,7,7,4,4,1,3,4,1,3,7,7,5,1,1,1,1,2,2,1,1,1,7,7,7,7,1,6.5,1.583333333333333,1,KG A
1,22,7,7,4,7,1,7,3,1,1,6,7,7,1,1,1,7,1,7,2,1,1,7,7,7,7,1,6.25,1.416666666666667,1,KG A
2,44,7,7,7,7,1,7,7,3,1,5,7,7,1,1,7,7,1,3,7,1,1,7,7,7,5,3,6.5,1.666666666666666,1,KG A
1,72,7,7,7,7,1,7,7,6,1,5,7,5,4,3,5,7,1,7,7,4,1,5,7,4,4,2,6.25,1,1,KG A
1,35,7,7,7,7,2,6,7,6,1,5,7,5,6,1,1,7,1,3,6,6,1,6,6,7,3,3,6.25,1.333333333333333,1,KG A
1,61,7,7,6,6,1,5,7,7,1,5,7,7,7,6,6,6,2,5,7,5,1,4,7,7,9,0,6.75,0.25,1,KG A
2,55,7,7,7,7,1,7,7,6,1,5,7,7,7,7,7,7,1,7,7,6,1,5,7,7,9,4,6.75,0,1,KG A
2,67,7,7,7,1,1,7,7,7,1,4,7,7,4,4,4,4,1,7,7,7,1,7,7,7,5,4,7,0.75,1,KG A
2,48,6,7,4,7,1,5,7,5,2,4,7,7,6,5,2,7,1,5,7,5,2,4,6,7,5,3,6,0.416666666666667,1,KG A
2,68,6,3,6,6,6,4,7,4,2,3,6,6,5,5,6,5,6,3,7,3,2,3,7,6,9,9,6.5,0.08333333333333304,1,KG A
1,45,7,7,6,7,1,7,7,7,1,1,7,7,6,7,4,7,1,7,7,7,1,1,7,6,5,1,7,0.3333333333333339,1,KG A
2,39,7,7,6,7,1,7,7,6,1,4,7,7,6,6,4,7,1,6,7,5,1,4,7,7,5,2,6.5,0.5,1,KG A
2,71,7,7,3,7,1,7,7,7,1,4,7,7,7,7,4,7,1,7,7,5,1,5,7,7,9,2,7,0.166666666666667,1,KG A
1,64,4,5,2,6,1,6,7,3,1,7,6,6,1,2,1,7,1,6,7,1,1,7,6,6,3,1,6,0.666666666666667,1,KG A
1,71,7,7,7,7,1,7,7,7,1,1,7,7,7,7,7,7,1,7,7,7,1,1,7,7,5,0,7,0,1,KG A
1,73,7,7,6,7,1,7,7,1,2,7,7,7,7,7,4,7,1,4,7,1,1,7,7,7,4,3,6.75,0.333333333333333,1,KG A
2,69,6,6,6,6,1,6,7,4,1,6,7,6,6,6,6,7,1,5,6,4,1,6,6,6,5,5,6.25,0.1666666666666661,1,KG A
2,65,6,1,5,7,2,4,6,5,2,4,1,6,6,1,5,6,2,3,6,4,2,5,1,5,4,5,6.5,0.416666666666667,1,KG A
1,50,7,7,5,7,1,7,7,4,1,5,7,7,7,7,5,7,1,7,6,4,1,4,7,7,9,7,7,0,1,KG A
1,72,6,7,7,7,1,7,7,7,1,6,7,7,7,7,7,7,1,7,7,7,1,7,7,7,5,2,6,0,1,KG A
2,61,7,6,5,6,1,5,7,7,1,3,5,7,2,2,7,7,1,3,7,1,1,6,7,7,5,4,7,1.25,1,KG A
1,64,7,7,4,7,1,2,7,4,1,5,7,7,7,7,5,7,1,2,7,2,1,6,7,7,5,4,6.25,0.166666666666667,1,KG A
1,64,5,7,7,4,1,5,7,5,1,7,7,7,7,7,1,7,7,5,7,1,7,7,7,7,5,2,7,1.416666666666667,1,KG A
1,24,7,7,4,7,1,7,7,7,1,1,7,7,4,4,4,7,1,4,7,4,1,7,7,7,8,1,7,1.5,1,KG A
2,58,7,7,6,7,1,7,7,4,1,7,7,7,7,7,7,7,1,7,7,5,7,6,7,7,3,1,6.75,0.25,1,KG A
2,67,7,7,7,7,3,6,7,4,1,7,7,7,7,7,7,3,2,3,6,1,1,7,7,7,7,2,6.75,0.833333333333333,1,KG A
1,52,7,7,7,7,1,7,7,5,1,2,7,7,4,4,4,7,1,7,7,4,1,5,7,7,9,0,6,1.083333333333333,1,KG A
2,71,6,6,3,6,5,5,5,2,4,6,5,6,5,5,2,5,5,5,4,2,4,6,7,6,3,2,6.25,0.25,1,KG A
1,25,6,5,4,6,3,5,7,5,4,4,6,4,3,4,3,4,4,5,5,5,3,5,4,5,8,1,6.25,0.9166666666666661,1,KG A
2,71,6,2,6,6,2,6,6,6,4,4,6,7,7,1,7,7,1,7,7,6,4,2,7,7,3,5,6,-0.6666666666666661,1,KG A
2,59,6,6,1,6,1,2,7,6,1,1,7,7,4,7,1,7,3,2,7,4,1,3,7,7,4,6,6.25,0.5,1,KG A
1,63,7,6,1,7,1,7,7,6,1,4,7,7,6,4,3,7,1,7,7,5,1,3,7,7,5,2,6,0.08333333333333304,1,KG A
2,45,7,6,5,5,3,7,7,7,1,4,7,7,6,7,5,7,2,4,7,3,1,7,7,5,5,3,6.75,0.75,1,KG A
1,53,7,7,7,7,3,6,7,4,3,7,7,5,1,1,4,5,3,3,5,1,4,7,7,3,9,4,6,2.333333333333333,1,KG A
1,27,6,6,2,7,1,7,6,7,1,2,7,5,5,2,1,6,2,7,6,4,3,5,6,2,7,7,7,1.666666666666666,1,KG A
1,23,6,7,3,7,1,7,7,3,1,6,6,7,2,5,2,7,1,7,7,1,1,7,6,7,8,2,6.25,0.833333333333333,1,KG A
1,62,7,7,3,7,1,7,7,2,2,6,7,6,7,7,6,7,1,4,7,3,1,5,7,7,6,0,6.5,-0.333333333333333,1,KG A
1,67,7,6,5,6,4,6,6,5,2,4,6,7,5,6,6,6,2,6,6,2,3,5,6,7,9,0,6.25,0.3333333333333339,1,KG A
2,30,7,7,4,3,4,7,7,5,1,3,7,7,4,5,1,7,7,7,7,3,1,5,7,7,3,2,7,0.9166666666666661,1,KG A
2,46,7,7,3,7,1,7,7,3,1,3,5,3,1,1,1,7,1,7,7,1,1,3,3,1,9,3,6,1.666666666666667,1,KG A
2,79,7,7,4,7,1,5,7,4,1,6,7,7,5,5,2,7,1,1,7,2,2,6,7,7,5,2,6.75,1.083333333333334,1,KG A
2,22,7,7,7,7,1,4,7,4,1,4,7,7,4,4,7,7,1,4,7,4,1,4,7,7,7,3,7,0.5,1,KG A
2,69,3,5,5,7,1,2,6,5,1,3,6,7,3,2,6,7,1,5,6,4,1,4,7,7,4,5,6.25,0,1,KG A
2,65,6,6,4,6,6,7,6,3,1,4,6,7,4,4,5,6,1,7,7,4,1,5,6,7,5,2,7,-0.25,1,KG A
1,40,7,7,5,7,7,7,7,1,1,5,7,5,7,7,5,7,3,3,7,2,2,5,7,6,9,9,7,-0.08333333333333393,1,KG A
1,70,7,7,7,7,1,7,7,7,1,1,7,7,7,7,7,7,1,7,7,7,1,1,7,7,4,2,6.5,0,1,KG A
2,60,5,5,2,5,3,7,5,3,2,6,5,7,6,6,6,6,4,7,6,2,2,6,6,6,4,1,7,-0.5,1,KG A
1,73,7,5,5,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2,6.5,0.166666666666667,1,KG A
2,61,7,7,7,7,1,2,6,6,2,5,7,7,7,7,7,7,2,3,7,5,1,5,7,7,5,3,7,-0.08333333333333304,1,KG A
1,31,4,6,3,7,2,5,7,5,2,4,7,6,4,2,2,6,3,5,7,4,2,5,7,5,8,1,6.5,0.833333333333333,1,KG A
2,56,7,7,1,7,1,7,7,7,1,1,7,7,7,1,1,7,1,7,7,7,1,1,7,7,9,2,6.75,0.5,1,KG A
2,64,6,2,6,7,1,6,7,1,1,6,7,7,7,1,5,7,1,5,7,1,1,7,7,7,9,3,7,0.25,1,KG A
2,54,7,7,7,4,1,7,7,4,1,7,7,7,7,7,7,4,1,7,7,1,1,7,7,7,5,9,6.5,0.25,1,KG A
2,36,6,6,6,6,2,4,6,2,2,4,6,5,5,5,5,6,2,4,4,3,2,6,5,5,5,4,6.25,0.583333333333333,1,KG A
1,32,7,7,4,7,1,7,7,7,2,2,7,7,7,7,4,7,1,7,7,6,1,5,7,7,5,5,6,0.25,1,KG A
2,50,6,6,7,7,1,2,7,2,2,7,7,7,6,7,7,7,1,1,7,1,1,7,7,7,3,1,6,0,1,KG A
2,38,7,7,7,7,1,7,7,2,1,7,7,7,1,1,1,7,1,7,7,2,1,7,7,7,6,8,7,1.5,1,KG A
1,67,7,7,1,7,1,1,7,1,1,7,7,7,7,7,1,7,1,1,7,1,1,7,7,7,4,2,7,0,1,KG A
1,56,7,7,3,7,1,7,7,7,1,2,7,7,7,7,4,7,1,7,7,7,1,2,7,7,4,8,6.25,-0.08333333333333393,1,KG A
2,62,7,7,7,7,1,7,7,7,1,1,7,7,7,7,7,7,1,7,7,7,1,1,7,7,5,3,7,0,1,KG A
1,67,7,7,4,7,1,6,7,5,1,4,7,6,7,7,4,7,1,6,7,5,1,5,7,5,8,2,6.25,0.166666666666667,1,KG A
2,57,4,4,3,4,4,5,5,5,4,4,6,4,4,4,4,4,4,5,4,5,4,5,5,4,7,9,7,0.1666666666666661,1,KG A
1,61,7,7,1,7,1,4,7,7,1,1,7,7,7,7,1,7,1,4,7,7,1,1,7,7,5,2,7,0,1,KG A
2,76,7,7,7,7,7,7,7,5,1,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,3,2,7,0.5,1,KG A
2,74,7,7,5,7,1,4,7,7,1,1,7,7,7,7,5,7,1,5,7,7,1,1,7,7,9,5,6,-0.08333333333333393,1,KG A
2,56,6,6,5,7,3,6,7,6,1,3,7,6,6,6,6,6,2,7,7,4,2,3,6,7,6,6,6,0.08333333333333304,1,KG A
1,30,7,3,6,7,1,3,3,1,1,5,7,7,2,1,6,7,1,2,7,1,1,7,5,7,6,0,4.25,0.6666666666666661,0,Intervention A
1,58,5,7,5,6,1,6,7,6,1,4,7,7,5,5,1,7,1,5,7,2,2,7,7,7,4,5,5,1.166666666666667,0,Intervention A
1,70,6,6,7,7,1,5,6,4,1,7,7,7,6,5,6,7,1,5,7,2,1,5,7,6,4,2,4.5,0.1666666666666661,0,Intervention A
2,36,6,2,4,7,1,6,7,6,2,4,7,5,7,2,5,7,2,6,7,4,1,5,7,5,7,5,5.5,0.08333333333333304,0,Intervention A
2,37,5,4,5,5,5,5,5,4,5,5,4,4,4,4,5,5,5,4,5,4,5,4,5,5,5,2,4.5,-0.08333333333333304,0,Intervention A
2,72,5,5,5,5,2,3,5,5,2,4,5,5,5,5,5,5,2,3,5,5,2,4,5,5,3,3,3,0,0,Intervention A
2,60,7,7,4,7,1,7,5,5,1,4,7,7,2,7,5,4,1,7,4,2,1,4,4,7,4,3,3.5,1.166666666666667,0,Intervention A
1,23,4,5,3,7,2,5,7,4,1,4,4,4,3,3,1,7,1,4,5,4,1,4,4,4,7,4,4,0.583333333333333,0,Intervention A
1,32,5,7,6,5,3,6,6,6,3,4,7,4,7,7,7,7,2,7,7,3,3,7,7,7,6,4,5.25,-0.416666666666667,0,Intervention A
1,68,5,7,4,6,1,7,7,5,1,3,7,7,7,5,6,6,1,7,7,5,1,2,7,7,5,1,5,-0.25,0,Intervention A
2,58,4,5,3,4,4,3,6,1,1,7,5,1,2,2,3,1,2,2,1,1,3,7,2,2,6,3,2.5,1.333333333333333,0,Intervention A
1,18,6,1,3,7,2,6,7,6,1,3,6,6,6,2,3,7,1,6,7,4,1,3,6,7,7,0,3.5,-0.08333333333333304,0,Intervention A
2,54,7,1,7,6,1,5,6,1,1,7,7,7,7,1,7,7,1,4,4,1,1,7,7,7,9,4,5.25,0.166666666666667,0,Intervention A
2,64,6,6,6,6,3,4,6,3,3,5,5,6,5,6,6,5,2,4,6,4,2,5,4,6,5,4,4.5,0,0,Intervention A
2,56,4,2,4,5,2,4,4,5,2,2,5,6,2,2,4,4,2,3,4,5,2,3,5,6,6,3,4.5,0.416666666666667,0,Intervention A
2,51,5,3,4,5,2,5,5,2,2,5,5,5,5,3,5,5,1,5,5,2,2,5,5,5,7,6,4.5,-0.166666666666667,0,Intervention A
1,23,7,6,4,7,1,6,6,5,2,6,6,7,5,4,6,6,5,4,5,1,3,7,4,6,8,4,5.25,1.583333333333333,0,Intervention A
2,30,5,4,2,6,1,6,7,5,6,4,7,5,7,4,6,6,2,6,5,6,5,5,6,6,7,8,5.75,-0.333333333333333,0,Intervention A
2,46,5,7,4,1,1,7,7,6,1,2,6,6,7,7,7,6,1,7,7,4,1,5,7,5,4,6,4,-0.416666666666667,0,Intervention A
2,58,5,4,4,7,1,6,7,6,1,4,7,6,5,5,5,7,1,6,7,5,1,2,7,7,8,2,4.75,-0.3333333333333339,0,Intervention A
2,63,7,7,1,7,1,7,7,2,1,5,7,7,5,7,1,7,1,7,7,2,1,6,7,7,5,2,3.25,0.25,0,Intervention A
2,30,5,4,1,6,6,7,7,5,1,5,6,4,6,5,1,5,1,7,6,6,1,4,6,5,8,4,2.75,-0.666666666666667,0,Intervention A
2,73,6,6,5,6,2,2,6,5,3,5,6,5,5,5,5,5,2,4,5,2,2,4,5,5,3,3,5.75,0.333333333333333,0,Intervention A
2,54,3,3,2,3,1,5,3,3,1,4,6,6,2,2,4,5,3,6,6,2,1,3,5,7,5,3,2.5,-0.3333333333333339,0,Intervention A
2,42,5,6,5,5,1,6,4,4,1,2,7,5,2,3,2,5,1,4,5,5,2,4,4,6,6,4,4,1.166666666666666,0,Intervention A
1,67,7,7,2,7,1,7,7,2,1,7,5,7,6,7,4,7,1,7,7,1,1,7,6,7,5,2,4,-0.08333333333333304,0,Intervention A
2,35,3,3,3,2,3,3,3,5,3,2,3,7,5,3,6,3,3,6,5,4,3,2,4,7,8,6,3.5,-0.916666666666667,0,Intervention A
2,42,7,7,6,6,1,5,6,3,2,7,6,7,7,7,7,6,1,3,5,3,1,6,6,7,9,8,4.25,0,0,Intervention A
1,41,6,6,4,5,3,6,7,6,1,4,5,5,6,6,6,5,2,6,7,6,1,2,5,5,7,4,5.5,-0.416666666666667,0,Intervention A
1,26,6,5,1,3,1,4,7,6,1,2,4,5,7,4,4,6,1,6,7,5,1,3,3,6,9,3,5,-0.5,0,Intervention A
2,23,4,4,2,3,2,3,4,2,2,4,3,2,4,4,3,3,5,2,4,3,3,4,3,3,7,2,5.25,0.166666666666667,0,Intervention A
1,66,7,7,7,7,1,7,7,1,1,5,7,7,7,7,7,7,1,7,7,5,1,5,7,7,5,3,5.25,-0.333333333333333,0,Intervention A
2,36,7,7,7,7,1,7,7,4,1,2,7,7,1,1,5,6,1,6,7,1,1,7,5,7,5,3,5.75,2.166666666666667,0,Intervention A
2,64,5,6,3,7,4,6,5,5,1,5,7,6,6,5,4,5,2,6,6,4,1,5,7,7,8,1,5.5,-0.166666666666667,0,Intervention A
1,24,6,3,5,7,2,6,6,4,2,4,7,7,5,3,5,7,2,7,7,4,2,4,7,7,8,0,4.5,-0.08333333333333393,0,Intervention A
1,24,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,1,1,7,7,5,2,5.5,0,0,Intervention A
2,44,6,6,7,7,1,4,2,2,2,6,4,4,1,1,1,7,1,1,6,1,1,6,3,4,8,8,1.25,1.333333333333333,0,Intervention A
1,55,5,6,2,6,2,4,7,2,1,7,7,7,2,3,2,6,2,3,7,1,1,6,7,7,5,2,5.75,0.583333333333333,0,Intervention A
1,28,7,7,6,7,1,4,7,4,1,4,7,7,7,7,1,7,1,1,7,4,1,4,7,6,8,3,3.5,0.75,0,Intervention A
1,39,7,7,7,7,1,7,7,7,1,3,7,7,7,7,7,7,1,7,7,6,1,3,7,7,9,6,5.25,0.08333333333333304,0,Intervention A
2,59,7,7,7,7,1,7,7,7,1,1,7,7,7,7,7,7,1,7,7,7,1,1,7,7,4,3,5.5,0,0,Intervention A
1,29,7,6,1,7,1,6,7,4,1,4,7,6,5,2,6,7,1,4,7,4,1,4,7,6,5,2,4.75,0.25,0,Intervention A
1,44,6,3,4,7,2,4,7,1,2,5,7,5,7,4,4,7,1,4,7,1,1,6,7,7,4,1,5.25,-0.4166666666666661,0,Intervention A
2,20,7,6,6,6,1,7,7,6,1,2,7,7,5,5,4,6,2,6,7,4,1,4,5,7,7,1,5,1.083333333333333,0,Intervention A
1,28,7,6,1,7,1,4,7,5,1,4,6,3,4,5,1,7,1,4,7,4,1,4,5,4,7,2,5,0.4166666666666661,0,Intervention A
1,41,7,7,7,7,1,7,7,7,1,1,7,7,7,7,7,7,1,7,7,7,1,1,7,7,7,4,5.25,0,0,Intervention A
2,40,6,7,5,7,1,4,6,3,1,5,5,7,7,7,7,7,2,4,6,2,2,4,6,7,7,4,3.25,-0.166666666666667,0,Intervention A
1,45,7,7,2,7,1,5,7,7,1,4,7,4,7,7,5,7,1,6,5,7,1,2,7,6,9,5,4.75,-0.5,0,Intervention A
2,26,6,5,3,6,6,5,6,5,3,4,6,5,6,6,5,6,4,5,6,4,5,5,6,4,8,2,4,0,0,Intervention A
2,40,6,5,5,5,4,5,5,4,4,5,5,6,5,5,4,4,6,5,6,4,4,4,5,4,3,2,4.25,0.416666666666667,0,Intervention A
2,49,7,7,6,7,1,6,6,7,1,2,6,6,7,6,4,5,1,4,6,6,2,3,5,5,5,7,4.5,1,0,Intervention A
2,58,7,7,1,7,7,7,7,7,1,1,7,1,7,7,7,7,7,7,7,7,1,7,7,7,3,4,2.5,-0.5,0,Intervention A
2,34,5,5,4,5,1,7,7,2,1,5,7,7,4,4,4,7,1,7,7,2,1,5,7,7,5,3,5.25,0,0,Intervention A
2,34,4,3,4,4,3,5,6,4,1,4,4,3,4,4,6,5,1,6,5,5,1,3,3,5,8,6,3.75,-0.75,0,Intervention A
2,56,5,5,4,5,4,6,6,4,2,5,7,7,6,6,6,6,3,6,6,2,2,6,6,6,3,2,4.25,-0.08333333333333304,0,Intervention A
1,45,7,5,7,7,1,6,7,5,1,4,7,7,7,7,7,7,1,7,7,6,1,5,7,7,6,4,5,-0.25,0,Intervention A
1,52,2,7,7,7,2,6,7,7,1,6,5,7,7,7,7,7,1,7,7,6,1,7,7,7,5,2,4.25,-0.5833333333333339,0,Intervention A
1,29,4,6,4,6,4,4,7,4,1,5,6,7,3,5,4,5,4,5,7,5,1,7,6,7,5,1,4.75,0.25,0,Intervention A
2,66,6,6,2,7,1,6,7,1,1,6,6,7,6,6,4,6,1,6,6,2,1,6,6,6,9,9,2.25,0,0,Intervention A
2,56,5,6,7,5,1,4,5,2,1,6,5,7,4,5,5,4,2,4,5,2,2,4,3,6,5,1,5,0.666666666666667,0,Intervention A
1,83,6,5,3,6,1,6,7,3,1,5,7,7,6,3,3,7,1,6,7,3,1,5,6,7,3,2,5.5,0.1666666666666661,0,Intervention A
2,66,6,2,2,7,1,4,7,2,1,7,7,7,5,2,4,7,1,3,5,4,1,5,7,7,7,4,5.75,-0.1666666666666661,0,Intervention A
2,36,4,4,1,5,3,6,7,6,1,4,7,1,4,4,1,5,4,7,7,5,1,1,7,4,7,2,3,-0.416666666666667,0,Intervention A
2,70,4,2,2,4,2,5,4,4,3,4,5,5,2,2,2,3,2,5,4,3,2,5,4,5,8,2,4.75,0.416666666666667,0,Intervention A
2,24,7,7,4,7,1,5,7,7,1,1,7,7,4,2,4,7,1,2,7,6,1,2,6,6,8,2,5.75,1.25,0,Intervention A
1,55,6,6,2,4,3,3,4,2,5,6,7,7,7,7,2,3,4,2,4,2,6,6,7,7,7,3,2.25,0.166666666666667,0,Intervention A
2,69,7,6,3,6,1,7,7,5,1,4,7,6,7,4,3,7,1,5,7,3,1,5,7,6,9,2,4,0.5,0,Intervention A
2,44,7,1,1,6,1,7,7,6,1,5,2,7,7,1,1,7,2,7,7,3,1,3,2,7,4,3,3.75,0.08333333333333304,0,Intervention A
2,34,5,5,2,2,3,1,5,5,2,3,5,6,2,2,2,2,4,2,6,4,2,3,4,6,5,2,4.25,0.583333333333333,0,Intervention A
2,58,5,2,6,7,1,4,7,5,1,6,7,7,6,6,6,7,1,4,7,5,1,5,7,7,5,2,5.25,-0.5,0,Intervention A
2,58,7,7,4,7,1,2,7,7,1,1,7,7,7,7,7,7,1,3,7,7,1,7,7,7,3,2,1.5,0.1666666666666661,0,Intervention A
1,53,7,7,3,4,1,7,7,7,1,2,7,7,5,4,7,7,1,7,7,6,1,7,4,7,8,8,5.25,0.583333333333333,0,Intervention A
1,60,7,7,1,7,1,4,7,6,1,4,7,7,5,7,1,7,1,4,7,6,1,5,7,7,5,1,5.25,0.25,0,Intervention A
2,69,7,4,3,1,1,7,7,1,1,7,6,6,4,2,4,7,4,7,7,1,1,6,7,7,5,3,4.5,-0.166666666666667,0,Intervention A
2,68,6,6,6,6,1,5,5,3,1,5,6,7,7,7,7,7,1,4,7,4,1,6,6,7,5,4,4,-0.416666666666667,0,Intervention A
1,49,7,6,3,7,1,7,7,4,1,6,7,7,7,7,3,7,1,6,7,3,1,6,7,7,5,4,4.75,0.08333333333333393,0,Intervention A
1,62,4,4,4,4,4,4,4,4,1,5,4,5,4,4,4,4,4,5,4,4,4,5,4,4,5,2,4,0.25,0,Intervention A
2,45,7,7,7,7,7,7,7,7,4,2,7,7,7,7,7,7,1,7,7,7,1,4,7,7,8,5,2.5,-0.583333333333333,0,Intervention A
2,58,1,1,2,4,2,3,6,1,1,6,6,5,2,2,2,2,2,5,7,1,1,6,6,5,5,5,3.75,-0.25,0,Intervention A
2,62,7,7,7,7,1,6,7,6,1,2,7,7,7,6,7,7,1,6,5,6,1,5,7,7,5,4,5.5,0.5,0,Intervention A
1,74,3,7,1,6,7,5,7,7,1,4,5,7,5,7,2,7,4,4,7,6,1,5,6,7,4,3,5.75,-0.416666666666667,0,Intervention A
2,56,7,7,1,6,1,7,7,4,1,5,7,7,7,7,1,7,1,7,5,4,1,4,7,7,5,2,5.75,0,0,Intervention A
2,47,7,5,4,7,1,4,7,7,1,4,6,7,5,4,4,7,1,4,7,5,1,3,5,7,5,2,5,0.416666666666667,0,Intervention A
1,28,5,6,2,7,1,6,7,2,5,6,7,6,4,1,1,6,2,4,7,2,1,5,7,6,5,3,5.5,0.5,0,Intervention A
1,37,7,6,7,6,2,7,6,4,1,4,7,6,7,7,5,6,1,6,6,5,1,6,6,6,6,4,4.75,0.25,0,Intervention A
1,44,7,7,4,7,1,5,7,3,1,4,7,6,6,2,2,7,1,4,5,2,1,5,7,7,7,6,4.75,1,0,Intervention A
2,38,7,7,5,7,1,5,7,6,1,2,7,7,7,7,3,7,1,5,7,5,1,2,7,7,9,7,5.5,0.25,0,Intervention A
1,25,7,7,4,3,2,7,7,7,3,3,7,7,7,7,4,7,1,7,7,7,1,1,7,7,7,1,3.75,-0.75,0,Intervention A
2,70,5,6,1,7,1,7,5,7,1,3,6,7,1,2,1,7,1,5,7,2,1,7,7,7,5,2,3,1.333333333333333,0,Intervention A
1,30,7,5,1,6,4,7,7,6,1,3,7,7,1,1,1,6,4,5,7,4,1,5,7,5,6,4,5.25,1.5,0,Intervention A
1,38,7,7,7,7,1,6,6,4,1,5,7,7,7,7,7,7,1,6,6,4,1,3,7,7,9,6,5.25,-0.166666666666667,0,Intervention A
2,65,6,6,4,6,2,6,6,2,2,5,6,6,6,6,5,5,2,6,6,4,2,4,6,6,5,2,5.75,-0.25,0,Intervention A
1,46,4,4,5,6,2,5,7,6,1,2,4,5,3,3,4,6,2,5,6,5,2,2,5,4,5,4,5.25,0.5,0,Intervention A
3,35,7,7,1,4,1,7,7,6,1,2,7,6,7,7,1,3,1,7,7,4,1,1,7,6,5,1,5,0.166666666666667,0,Intervention A
3,45,5,4,4,5,5,6,6,7,1,4,5,6,5,5,4,6,2,5,7,5,2,2,6,6,6,3,5,-0.4166666666666661,0,Intervention A
1,21,3,7,4,5,1,5,6,6,1,2,7,6,4,6,1,5,2,5,6,6,3,4,7,4,7,3,3.75,0.833333333333333,0,Intervention A
1,33,6,3,1,3,3,5,6,6,1,2,4,3,5,2,1,2,2,6,5,6,1,3,5,3,8,4,4,0.1666666666666661,0,Intervention A
1,42,7,6,2,7,2,6,7,6,1,2,6,6,6,6,2,6,2,6,6,5,2,4,6,6,5,4,4.75,0.583333333333333,0,Intervention A
2,30,6,5,1,6,6,7,7,2,2,5,7,3,3,5,1,6,6,4,6,2,1,4,6,2,8,7,4.5,0.583333333333333,0,Intervention A
2,34,3,3,5,4,3,3,3,1,4,5,3,5,3,4,5,3,4,2,4,1,4,5,2,5,5,4,2.5,0.1666666666666665,0,Intervention A
2,44,6,6,5,6,1,4,6,6,1,3,5,6,6,6,6,6,1,2,6,6,1,3,4,6,7,4,5.75,0.166666666666667,0,Intervention A
1,22,5,5,3,7,2,4,7,7,1,2,5,5,5,3,7,6,1,4,7,6,1,2,4,6,7,2,4.75,-0.08333333333333393,0,Intervention A
1,27,7,6,5,6,2,7,7,7,1,2,6,7,7,6,7,7,1,7,7,5,1,4,6,7,5,3,1.5,0,0,Intervention A
2,52,7,5,3,7,6,6,7,6,2,2,7,6,1,1,1,4,1,2,3,1,2,1,3,1,9,3,1,2.583333333333333,0,Intervention A
2,34,6,5,5,3,4,6,7,3,1,6,7,3,5,5,6,4,4,6,7,1,1,5,6,4,8,5,5,0,0,Intervention A
1,49,7,7,7,7,1,7,7,1,1,7,7,7,7,7,7,7,1,1,7,1,1,7,7,7,9,9,5.75,0.5,0,Intervention A
2,34,6,4,4,6,2,7,7,4,1,4,7,6,6,3,4,6,1,5,6,4,1,4,7,6,7,2,5,0.25,0,Intervention A
